Solver_Var,Solver_Value
"U[2,11,3,2,3]",0.0
"U[2,11,3,3,0]",0.0
"U[2,11,3,3,1]",0.0
"U[2,11,3,3,2]",0.0
"U[2,11,3,3,3]",0.0
"U[2,11,3,4,0]",0.0
"U[2,11,3,4,1]",0.0
"U[2,11,3,4,2]",0.0
"U[2,11,3,4,3]",0.0
"U[2,12,0,1,0]",0.0
"U[2,12,0,1,1]",0.0
"U[2,12,0,1,2]",0.0
"U[2,12,0,1,3]",0.0
"U[2,12,0,2,0]",0.0
"U[2,12,0,2,1]",0.0
"U[2,12,0,2,2]",0.0
"U[2,12,0,2,3]",0.0
"U[2,12,0,3,0]",0.0
"U[2,12,0,3,1]",0.0
"U[2,12,0,3,2]",0.0
"U[2,12,0,3,3]",0.0
"U[2,12,0,4,0]",0.0
"U[2,12,0,4,1]",0.0
"U[2,12,0,4,2]",0.0
"U[2,12,0,4,3]",0.0
"U[2,12,1,1,0]",0.0
"U[2,12,1,1,1]",0.0
"U[2,12,1,1,2]",0.0
"U[2,12,1,1,3]",0.0
"U[2,12,1,2,0]",0.0
"U[2,12,1,2,1]",0.0
"U[2,12,1,2,2]",0.0
"U[2,12,1,2,3]",0.0
"U[2,12,1,3,0]",0.0
"U[2,12,1,3,1]",0.0
"U[2,12,1,3,2]",0.0
"U[2,12,1,3,3]",0.0
"U[2,12,1,4,0]",0.0
"U[2,12,1,4,1]",0.0
"U[2,12,1,4,2]",0.0
"U[2,12,1,4,3]",0.0
"U[2,12,2,1,0]",0.0
"U[2,12,2,1,1]",0.0
"U[2,12,2,1,2]",0.0
"U[2,12,2,1,3]",0.0
"U[2,12,2,2,0]",0.0
"U[2,12,2,2,1]",0.0
"U[2,12,2,2,2]",0.0
"U[2,12,2,2,3]",0.0
"U[2,12,2,3,0]",0.0
"U[2,12,2,3,1]",0.0
"U[2,12,2,3,2]",0.0
"U[2,12,2,3,3]",0.0
"U[2,12,2,4,0]",0.0
"U[2,12,2,4,1]",0.0
"U[2,12,2,4,2]",0.0
"U[2,12,2,4,3]",0.0
"U[2,12,3,1,0]",0.0
"U[2,12,3,1,1]",0.0
"U[2,12,3,1,2]",0.0
"U[2,12,3,1,3]",0.0
"U[2,12,3,2,0]",0.0
"U[2,12,3,2,1]",0.0
"U[2,12,3,2,2]",0.0
"U[2,12,3,2,3]",0.0
"U[2,12,3,3,0]",0.0
"U[2,12,3,3,1]",0.0
"U[2,12,3,3,2]",0.0
"U[2,12,3,3,3]",0.0
"U[2,12,3,4,0]",0.0
"U[2,12,3,4,1]",0.0
"U[2,12,3,4,2]",0.0
"U[2,12,3,4,3]",0.0
"U[2,13,0,1,0]",0.0
"U[2,13,0,1,1]",0.0
"U[2,13,0,1,2]",0.0
"U[2,13,0,1,3]",0.0
"U[2,13,0,2,0]",0.0
"U[2,13,0,2,1]",0.0
"U[2,13,0,2,2]",0.0
"U[2,13,0,2,3]",0.0
"U[2,13,0,3,0]",0.0
"U[2,13,0,3,1]",0.0
"U[2,13,0,3,2]",0.0
"U[2,13,0,3,3]",0.0
"U[2,13,0,4,0]",0.0
"U[2,13,0,4,1]",0.0
"U[2,13,0,4,2]",0.0
"U[2,13,0,4,3]",0.0
"U[2,13,1,1,0]",0.0
"U[2,13,1,1,1]",0.0
"U[2,13,1,1,2]",0.0
"U[2,13,1,1,3]",0.0
"U[2,13,1,2,0]",0.0
"U[2,13,1,2,1]",0.0
"U[2,13,1,2,2]",0.0
"U[2,13,1,2,3]",0.0
"U[2,13,1,3,0]",0.0
"U[2,13,1,3,1]",0.0
"U[2,13,1,3,2]",0.0
"U[2,13,1,3,3]",0.0
"U[2,13,1,4,0]",0.0
"U[2,13,1,4,1]",0.0
"U[2,13,1,4,2]",0.0
"U[2,13,1,4,3]",0.0
"U[2,13,2,1,0]",0.0
"U[2,13,2,1,1]",0.0
"U[2,13,2,1,2]",0.0
"U[2,13,2,1,3]",0.0
"U[2,13,2,2,0]",0.0
"U[2,13,2,2,1]",0.0
"U[2,13,2,2,2]",0.0
"U[2,13,2,2,3]",0.0
"U[2,13,2,3,0]",0.0
"U[2,13,2,3,1]",0.0
"U[2,13,2,3,2]",0.0
"U[2,13,2,3,3]",0.0
"U[2,13,2,4,0]",0.0
"U[2,13,2,4,1]",0.0
"U[2,13,2,4,2]",0.0
"U[2,13,2,4,3]",0.0
"U[2,13,3,1,0]",0.0
"U[2,13,3,1,1]",0.0
"U[2,13,3,1,2]",0.0
"U[2,13,3,1,3]",0.0
"U[2,13,3,2,0]",0.0
"U[2,13,3,2,1]",0.0
"U[2,13,3,2,2]",0.0
"U[2,13,3,2,3]",0.0
"U[2,13,3,3,0]",0.0
"U[2,13,3,3,1]",0.0
"U[2,13,3,3,2]",0.0
"U[2,13,3,3,3]",0.0
"U[2,13,3,4,0]",0.0
"U[2,13,3,4,1]",0.0
"U[2,13,3,4,2]",0.0
"U[2,13,3,4,3]",0.0
"U[2,14,0,1,0]",0.0
"U[2,14,0,1,1]",0.0
"U[2,14,0,1,2]",0.0
"U[2,14,0,1,3]",0.0
"U[2,14,0,2,0]",0.0
"U[2,14,0,2,1]",0.0
"U[2,14,0,2,2]",0.0
"U[2,14,0,2,3]",0.0
"U[2,14,0,3,0]",0.0
"U[2,14,0,3,1]",0.0
"U[2,14,0,3,2]",0.0
"U[2,14,0,3,3]",0.0
"U[2,14,0,4,0]",0.0
"U[2,14,0,4,1]",0.0
"U[2,14,0,4,2]",0.0
"U[2,14,0,4,3]",0.0
"U[2,14,1,1,0]",0.0
"U[2,14,1,1,1]",0.0
"U[2,14,1,1,2]",0.0
"U[2,14,1,1,3]",0.0
"U[2,14,1,2,0]",0.0
"U[2,14,1,2,1]",0.0
"U[2,14,1,2,2]",0.0
"U[2,14,1,2,3]",0.0
"U[2,14,1,3,0]",0.0
"U[2,14,1,3,1]",0.0
"U[2,14,1,3,2]",0.0
"U[2,14,1,3,3]",0.0
"U[2,14,1,4,0]",0.0
"U[2,14,1,4,1]",0.0
"U[2,14,1,4,2]",0.0
"U[2,14,1,4,3]",0.0
"U[2,14,2,1,0]",0.0
"U[2,14,2,1,1]",0.0
"U[2,14,2,1,2]",0.0
"U[2,14,2,1,3]",0.0
"U[2,14,2,2,0]",0.0
"U[2,14,2,2,1]",0.0
"U[2,14,2,2,2]",0.0
"U[2,14,2,2,3]",0.0
"U[2,14,2,3,0]",0.0
"U[2,14,2,3,1]",0.0
"U[2,14,2,3,2]",0.0
"U[2,14,2,3,3]",0.0
"U[2,14,2,4,0]",0.0
"U[2,14,2,4,1]",0.0
"U[2,14,2,4,2]",0.0
"U[2,14,2,4,3]",0.0
"U[2,14,3,1,0]",0.0
"U[2,14,3,1,1]",0.0
"U[2,14,3,1,2]",0.0
"U[2,14,3,1,3]",0.0
"U[2,14,3,2,0]",0.0
"U[2,14,3,2,1]",0.0
"U[2,14,3,2,2]",0.0
"U[2,14,3,2,3]",0.0
"U[2,14,3,3,0]",0.0
"U[2,14,3,3,1]",0.0
"U[2,14,3,3,2]",0.0
"U[2,14,3,3,3]",0.0
"U[2,14,3,4,0]",0.0
"U[2,14,3,4,1]",0.0
"U[2,14,3,4,2]",0.0
"U[2,14,3,4,3]",0.0
"U[2,15,0,1,0]",0.0
"U[2,15,0,1,1]",0.0
"U[2,15,0,1,2]",0.0
"U[2,15,0,1,3]",0.0
"U[2,15,0,2,0]",0.0
"U[2,15,0,2,1]",0.0
"U[2,15,0,2,2]",0.0
"U[2,15,0,2,3]",0.0
"U[2,15,0,3,0]",0.0
"U[2,15,0,3,1]",0.0
"U[2,15,0,3,2]",0.0
"U[2,15,0,3,3]",0.0
"U[2,15,0,4,0]",0.0
"U[2,15,0,4,1]",0.0
"U[2,15,0,4,2]",0.0
"U[2,15,0,4,3]",0.0
"U[2,15,1,1,0]",0.0
"U[2,15,1,1,1]",0.0
"U[2,15,1,1,2]",0.0
"U[2,15,1,1,3]",0.0
"U[2,15,1,2,0]",0.0
"U[2,15,1,2,1]",0.0
"U[2,15,1,2,2]",0.0
"U[2,15,1,2,3]",0.0
"U[2,15,1,3,0]",0.0
"U[2,15,1,3,1]",0.0
"U[2,15,1,3,2]",0.0
"U[2,15,1,3,3]",0.0
"U[2,15,1,4,0]",0.0
"U[2,15,1,4,1]",0.0
"U[2,15,1,4,2]",0.0
"U[2,15,1,4,3]",0.0
"U[2,15,2,1,0]",0.0
"U[2,15,2,1,1]",0.0
"U[2,15,2,1,2]",0.0
"U[2,15,2,1,3]",0.0
"U[2,15,2,2,0]",0.0
"U[2,15,2,2,1]",0.0
"U[2,15,2,2,2]",0.0
"U[2,15,2,2,3]",0.0
"U[2,15,2,3,0]",0.0
"U[2,15,2,3,1]",0.0
"U[2,15,2,3,2]",0.0
"U[2,15,2,3,3]",0.0
"U[2,15,2,4,0]",0.0
"U[2,15,2,4,1]",0.0
"U[2,15,2,4,2]",0.0
"U[2,15,2,4,3]",0.0
"U[2,15,3,1,0]",0.0
"U[2,15,3,1,1]",0.0
"U[2,15,3,1,2]",0.0
"U[2,15,3,1,3]",0.0
"U[2,15,3,2,0]",0.0
"U[2,15,3,2,1]",0.0
"U[2,15,3,2,2]",0.0
"U[2,15,3,2,3]",0.0
"U[2,15,3,3,0]",0.0
"U[2,15,3,3,1]",0.0
"U[2,15,3,3,2]",0.0
"U[2,15,3,3,3]",0.0
"U[2,15,3,4,0]",0.0
"U[2,15,3,4,1]",0.0
"U[2,15,3,4,2]",0.0
"U[2,15,3,4,3]",0.0
"U[3,0,0,1,0]",8.667607843138235
"U[3,0,0,1,1]",10.5210882352951
"U[3,0,0,1,2]",18.0
"U[3,0,0,1,3]",0.0
"U[3,0,0,2,0]",0.0
"U[3,0,0,2,1]",0.0
"U[3,0,0,2,2]",0.0
"U[3,0,0,2,3]",0.0
"U[3,0,0,3,0]",0.0
"U[3,0,0,3,1]",0.0
"U[3,0,0,3,2]",0.0
"U[3,0,0,3,3]",0.0
"U[3,0,0,4,0]",0.0
"U[3,0,0,4,1]",0.0
"U[3,0,0,4,2]",0.0
"U[3,0,0,4,3]",0.0
"U[3,0,1,1,0]",6.0
"U[3,0,1,1,1]",6.0
"U[3,0,1,1,2]",7.791886792453774
"U[3,0,1,1,3]",0.0
"U[3,0,1,2,0]",0.0
"U[3,0,1,2,1]",0.7045660377367914
"U[3,0,1,2,2]",0.0
"U[3,0,1,2,3]",0.0
"U[3,0,1,3,0]",0.0
"U[3,0,1,3,1]",0.0
"U[3,0,1,3,2]",0.0
"U[3,0,1,3,3]",0.0
"U[3,0,1,4,0]",0.2896603773594329
"U[3,0,1,4,1]",0.0
"U[3,0,1,4,2]",0.0
"U[3,0,1,4,3]",0.3314056603783019
"U[3,0,2,1,0]",0.0
"U[3,0,2,1,1]",0.0
"U[3,0,2,1,2]",15.0
"U[3,0,2,1,3]",0.0
"U[3,0,2,2,0]",0.9147123287684947
"U[3,0,2,2,1]",0.0
"U[3,0,2,2,2]",0.0
"U[3,0,2,2,3]",0.0
"U[3,0,2,3,0]",0.0
"U[3,0,2,3,1]",0.0
"U[3,0,2,3,2]",0.0
"U[3,0,2,3,3]",0.0
"U[3,0,2,4,0]",0.0
"U[3,0,2,4,1]",0.5875890410972618
"U[3,0,2,4,2]",0.12230136986438198
"U[3,0,2,4,3]",0.0
"U[3,0,3,1,0]",0.0
"U[3,0,3,1,1]",0.0
"U[3,0,3,1,2]",0.0
"U[3,0,3,1,3]",0.0
"U[3,0,3,2,0]",0.0
"U[3,0,3,2,1]",0.0
"U[3,0,3,2,2]",0.0
"U[3,0,3,2,3]",0.0
"U[3,0,3,3,0]",0.0
"U[3,0,3,3,1]",0.0
"U[3,0,3,3,2]",0.0
"U[3,0,3,3,3]",0.0
"U[3,0,3,4,0]",0.0
"U[3,0,3,4,1]",0.0
"U[3,0,3,4,2]",0.0
"U[3,0,3,4,3]",0.0
"U[3,1,0,1,0]",0.0
"U[3,1,0,1,1]",18.0
"U[3,1,0,1,2]",0.0
"U[3,1,0,1,3]",0.0
"U[3,1,0,2,0]",0.0
"U[3,1,0,2,1]",0.0
"U[3,1,0,2,2]",0.0
"U[3,1,0,2,3]",0.0
"U[3,1,0,3,0]",0.0
"U[3,1,0,3,1]",0.0
"U[3,1,0,3,2]",0.0
"U[3,1,0,3,3]",0.0
"U[3,1,0,4,0]",0.0
"U[3,1,0,4,1]",0.0
"U[3,1,0,4,2]",0.0
"U[3,1,0,4,3]",0.0
"U[3,1,1,1,0]",4.0
"U[3,1,1,1,1]",4.0
"U[3,1,1,1,2]",0.0
"U[3,1,1,1,3]",1.0
"U[3,1,1,2,0]",0.0
"U[3,1,1,2,1]",0.0
"U[3,1,1,2,2]",0.0
"U[3,1,1,2,3]",0.0
"U[3,1,1,3,0]",0.0
"U[3,1,1,3,1]",0.0
"U[3,1,1,3,2]",0.0
"U[3,1,1,3,3]",0.0
"U[3,1,1,4,0]",0.0
"U[3,1,1,4,1]",0.0
"U[3,1,1,4,2]",0.0
"U[3,1,1,4,3]",0.0
"U[3,1,2,1,0]",10.0
"U[3,1,2,1,1]",0.0
"U[3,1,2,1,2]",0.0
"U[3,1,2,1,3]",3.0
"U[3,1,2,2,0]",0.0
"U[3,1,2,2,1]",0.0
"U[3,1,2,2,2]",0.0
"U[3,1,2,2,3]",0.0
"U[3,1,2,3,0]",0.0
"U[3,1,2,3,1]",0.0
"U[3,1,2,3,2]",0.0
"U[3,1,2,3,3]",0.0
"U[3,1,2,4,0]",0.0
"U[3,1,2,4,1]",0.0
"U[3,1,2,4,2]",0.0
"U[3,1,2,4,3]",0.0
"U[3,1,3,1,0]",0.0
"U[3,1,3,1,1]",0.7324661016957628
"U[3,1,3,1,2]",1.0
"U[3,1,3,1,3]",0.0
"U[3,1,3,2,0]",0.0
"U[3,1,3,2,1]",0.0
"U[3,1,3,2,2]",0.0
"U[3,1,3,2,3]",0.0
"U[3,1,3,3,0]",0.0
"U[3,1,3,3,1]",0.0
"U[3,1,3,3,2]",0.0
"U[3,1,3,3,3]",0.0
"U[3,1,3,4,0]",0.0
"U[3,1,3,4,1]",0.0
"U[3,1,3,4,2]",0.0
"U[3,1,3,4,3]",0.0
"U[3,2,0,1,0]",0.0
"U[3,2,0,1,1]",0.0
"U[3,2,0,1,2]",11.676774509804902
"U[3,2,0,1,3]",0.37724509804019607
"U[3,2,0,2,0]",0.0
"U[3,2,0,2,1]",0.0
"U[3,2,0,2,2]",0.0
"U[3,2,0,2,3]",0.0
"U[3,2,0,3,0]",0.0
"U[3,2,0,3,1]",0.0
"U[3,2,0,3,2]",0.0
"U[3,2,0,3,3]",0.0
"U[3,2,0,4,0]",0.0
"U[3,2,0,4,1]",0.0
"U[3,2,0,4,2]",0.0
"U[3,2,0,4,3]",0.0
"U[3,2,1,1,0]",0.0
"U[3,2,1,1,1]",1.0
"U[3,2,1,1,2]",0.0
"U[3,2,1,1,3]",0.0
"U[3,2,1,2,0]",0.0
"U[3,2,1,2,1]",0.0
"U[3,2,1,2,2]",0.0
"U[3,2,1,2,3]",0.0
"U[3,2,1,3,0]",0.0
"U[3,2,1,3,1]",0.0
"U[3,2,1,3,2]",0.0
"U[3,2,1,3,3]",0.0
"U[3,2,1,4,0]",0.0
"U[3,2,1,4,1]",0.0
"U[3,2,1,4,2]",0.0
"U[3,2,1,4,3]",0.0
"U[3,2,2,1,0]",21.0
"U[3,2,2,1,1]",9.0
"U[3,2,2,1,2]",0.0
"U[3,2,2,1,3]",0.0
"U[3,2,2,2,0]",0.0
"U[3,2,2,2,1]",0.0
"U[3,2,2,2,2]",0.0
"U[3,2,2,2,3]",0.0
"U[3,2,2,3,0]",0.0
"U[3,2,2,3,1]",0.0
"U[3,2,2,3,2]",0.0
"U[3,2,2,3,3]",0.0
"U[3,2,2,4,0]",0.0
"U[3,2,2,4,1]",0.0
"U[3,2,2,4,2]",0.0
"U[3,2,2,4,3]",0.0
"U[3,2,3,1,0]",0.0
"U[3,2,3,1,1]",0.0
"U[3,2,3,1,2]",0.0
"U[3,2,3,1,3]",0.0
"U[3,2,3,2,0]",0.0
"U[3,2,3,2,1]",0.0
"U[3,2,3,2,2]",0.0
"U[3,2,3,2,3]",0.0
"U[3,2,3,3,0]",0.0
"U[3,2,3,3,1]",0.0
"U[3,2,3,3,2]",0.0
"U[3,2,3,3,3]",0.0
"U[3,2,3,4,0]",0.0
"U[3,2,3,4,1]",0.0
"U[3,2,3,4,2]",0.0
"U[3,2,3,4,3]",0.0
"U[3,3,0,1,0]",0.0
"U[3,3,0,1,1]",0.0
"U[3,3,0,1,2]",5.0
"U[3,3,0,1,3]",4.0
"U[3,3,0,2,0]",0.0
"U[3,3,0,2,1]",0.0
"U[3,3,0,2,2]",0.0
"U[3,3,0,2,3]",0.0
"U[3,3,0,3,0]",0.0
"U[3,3,0,3,1]",0.0
"U[3,3,0,3,2]",0.0
"U[3,3,0,3,3]",0.0
"U[3,3,0,4,0]",0.0
"U[3,3,0,4,1]",0.0
"U[3,3,0,4,2]",0.0
"U[3,3,0,4,3]",0.0
"U[3,3,1,1,0]",0.0
"U[3,3,1,1,1]",2.0
"U[3,3,1,1,2]",0.0
"U[3,3,1,1,3]",0.0
"U[3,3,1,2,0]",0.0
"U[3,3,1,2,1]",0.0
"U[3,3,1,2,2]",0.0
"U[3,3,1,2,3]",0.0
"U[3,3,1,3,0]",0.0
"U[3,3,1,3,1]",0.0
"U[3,3,1,3,2]",0.0
"U[3,3,1,3,3]",0.0
"U[3,3,1,4,0]",0.0
"U[3,3,1,4,1]",0.0
"U[3,3,1,4,2]",0.0
"U[3,3,1,4,3]",0.0
"U[3,3,2,1,0]",0.0
"U[3,3,2,1,1]",25.0
"U[3,3,2,1,2]",0.0
"U[3,3,2,1,3]",0.0
"U[3,3,2,2,0]",0.0
"U[3,3,2,2,1]",0.0
"U[3,3,2,2,2]",0.0
"U[3,3,2,2,3]",0.0
"U[3,3,2,3,0]",0.0
"U[3,3,2,3,1]",0.0
"U[3,3,2,3,2]",0.0
"U[3,3,2,3,3]",0.0024931506863013803
"U[3,3,2,4,0]",0.0
"U[3,3,2,4,1]",0.0
"U[3,3,2,4,2]",0.0
"U[3,3,2,4,3]",0.0
"U[3,3,3,1,0]",0.0
"U[3,3,3,1,1]",6.0
"U[3,3,3,1,2]",0.0
"U[3,3,3,1,3]",0.0
"U[3,3,3,2,0]",0.0
"U[3,3,3,2,1]",0.0
"U[3,3,3,2,2]",0.0
"U[3,3,3,2,3]",0.0
"U[3,3,3,3,0]",0.0
"U[3,3,3,3,1]",0.0
"U[3,3,3,3,2]",0.0
"U[3,3,3,3,3]",0.0
"U[3,3,3,4,0]",0.13488983050932205
"U[3,3,3,4,1]",0.0
"U[3,3,3,4,2]",0.07386440678050848
"U[3,3,3,4,3]",0.016864406780508476
"U[3,4,0,1,0]",0.0
"U[3,4,0,1,1]",0.0
"U[3,4,0,1,2]",0.0
"U[3,4,0,1,3]",0.0
"U[3,4,0,2,0]",0.0
"U[3,4,0,2,1]",0.0
"U[3,4,0,2,2]",0.0
"U[3,4,0,2,3]",0.0
"U[3,4,0,3,0]",0.0
"U[3,4,0,3,1]",0.0
"U[3,4,0,3,2]",0.0
"U[3,4,0,3,3]",0.0
"U[3,4,0,4,0]",0.0
"U[3,4,0,4,1]",0.0
"U[3,4,0,4,2]",0.0
"U[3,4,0,4,3]",0.0
"U[3,4,1,1,0]",0.0
"U[3,4,1,1,1]",0.0
"U[3,4,1,1,2]",0.0
"U[3,4,1,1,3]",0.0
"U[3,4,1,2,0]",0.0
"U[3,4,1,2,1]",0.0
"U[3,4,1,2,2]",0.0
"U[3,4,1,2,3]",0.0
"U[3,4,1,3,0]",0.0
"U[3,4,1,3,1]",0.0
"U[3,4,1,3,2]",0.0
"U[3,4,1,3,3]",0.0
"U[3,4,1,4,0]",0.0
"U[3,4,1,4,1]",0.0
"U[3,4,1,4,2]",0.0
"U[3,4,1,4,3]",0.0
"U[3,4,2,1,0]",0.0
"U[3,4,2,1,1]",0.0
"U[3,4,2,1,2]",0.0
"U[3,4,2,1,3]",0.0
"U[3,4,2,2,0]",0.0
"U[3,4,2,2,1]",0.0
"U[3,4,2,2,2]",0.0
"U[3,4,2,2,3]",0.0
"U[3,4,2,3,0]",0.0
"U[3,4,2,3,1]",0.0
"U[3,4,2,3,2]",0.0
"U[3,4,2,3,3]",0.0
"U[3,4,2,4,0]",0.0
"U[3,4,2,4,1]",0.0
"U[3,4,2,4,2]",0.0
"U[3,4,2,4,3]",0.0
"U[3,4,3,1,0]",0.0
"U[3,4,3,1,1]",0.0
"U[3,4,3,1,2]",0.0
"U[3,4,3,1,3]",0.0
"U[3,4,3,2,0]",0.0
"U[3,4,3,2,1]",0.0
"U[3,4,3,2,2]",0.0
"U[3,4,3,2,3]",0.0
"U[3,4,3,3,0]",0.0
"U[3,4,3,3,1]",0.0
"U[3,4,3,3,2]",0.0
"U[3,4,3,3,3]",0.0
"U[3,4,3,4,0]",0.0
"U[3,4,3,4,1]",0.0
"U[3,4,3,4,2]",0.0
"U[3,4,3,4,3]",0.0
"U[3,5,0,1,0]",0.0
"U[3,5,0,1,1]",0.0
"U[3,5,0,1,2]",0.0
"U[3,5,0,1,3]",0.0
"U[3,5,0,2,0]",0.0
"U[3,5,0,2,1]",0.0
"U[3,5,0,2,2]",0.0
"U[3,5,0,2,3]",0.0
"U[3,5,0,3,0]",0.0
"U[3,5,0,3,1]",0.0
"U[3,5,0,3,2]",0.0
"U[3,5,0,3,3]",0.0
"U[3,5,0,4,0]",0.0
"U[3,5,0,4,1]",0.0
"U[3,5,0,4,2]",0.0
"U[3,5,0,4,3]",0.0
"U[3,5,1,1,0]",0.0
"U[3,5,1,1,1]",0.0
"U[3,5,1,1,2]",0.0
"U[3,5,1,1,3]",0.0
"U[3,5,1,2,0]",0.0
"U[3,5,1,2,1]",0.0
"U[3,5,1,2,2]",0.0
"U[3,5,1,2,3]",0.0
"U[3,5,1,3,0]",0.0
"U[3,5,1,3,1]",0.0
"U[3,5,1,3,2]",0.0
"U[3,5,1,3,3]",0.0
"U[3,5,1,4,0]",0.0
"U[3,5,1,4,1]",0.0
"U[3,5,1,4,2]",0.0
"U[3,5,1,4,3]",0.0
"U[3,5,2,1,0]",0.0
"U[3,5,2,1,1]",0.0
"U[3,5,2,1,2]",0.0
"U[3,5,2,1,3]",0.0
"U[3,5,2,2,0]",0.0
"U[3,5,2,2,1]",0.0
"U[3,5,2,2,2]",0.0
"U[3,5,2,2,3]",0.0
"U[3,5,2,3,0]",0.0
"U[3,5,2,3,1]",0.0
"U[3,5,2,3,2]",0.0
"U[3,5,2,3,3]",0.0
"U[3,5,2,4,0]",0.0
"U[3,5,2,4,1]",0.0
"U[3,5,2,4,2]",0.0
"U[3,5,2,4,3]",0.0
"U[3,5,3,1,0]",0.0
"U[3,5,3,1,1]",0.0
"U[3,5,3,1,2]",0.0
"U[3,5,3,1,3]",0.0
"U[3,5,3,2,0]",0.0
"U[3,5,3,2,1]",0.0
"U[3,5,3,2,2]",0.0
"U[3,5,3,2,3]",0.0
"U[3,5,3,3,0]",0.0
"U[3,5,3,3,1]",0.0
"U[3,5,3,3,2]",0.0
"U[3,5,3,3,3]",0.0
"U[3,5,3,4,0]",0.0
"U[3,5,3,4,1]",0.0
"U[3,5,3,4,2]",0.0
"U[3,5,3,4,3]",0.0
"U[3,6,0,1,0]",0.0
"U[3,6,0,1,1]",0.0
"U[3,6,0,1,2]",0.0
"U[3,6,0,1,3]",0.0
"U[3,6,0,2,0]",0.0
"U[3,6,0,2,1]",0.0
"U[3,6,0,2,2]",0.0
"U[3,6,0,2,3]",0.0
"U[3,6,0,3,0]",0.0
"U[3,6,0,3,1]",0.0
"U[3,6,0,3,2]",0.0
"U[3,6,0,3,3]",0.0
"U[3,6,0,4,0]",0.0
"U[3,6,0,4,1]",0.0
"U[3,6,0,4,2]",0.0
"U[3,6,0,4,3]",0.0
"U[3,6,1,1,0]",0.0
"U[3,6,1,1,1]",0.0
"U[3,6,1,1,2]",0.0
"U[3,6,1,1,3]",0.0
"U[3,6,1,2,0]",0.0
"U[3,6,1,2,1]",0.0
"U[3,6,1,2,2]",0.0
"U[3,6,1,2,3]",0.0
"U[3,6,1,3,0]",0.0
"U[3,6,1,3,1]",0.0
"U[3,6,1,3,2]",0.0
"U[3,6,1,3,3]",0.0
"U[3,6,1,4,0]",0.0
"U[3,6,1,4,1]",0.0
"U[3,6,1,4,2]",0.0
"U[3,6,1,4,3]",0.0
"U[3,6,2,1,0]",0.0
"U[3,6,2,1,1]",0.0
"U[3,6,2,1,2]",0.0
"U[3,6,2,1,3]",0.0
"U[3,6,2,2,0]",0.0
"U[3,6,2,2,1]",0.0
"U[3,6,2,2,2]",0.0
"U[3,6,2,2,3]",0.0
"U[3,6,2,3,0]",0.0
"U[3,6,2,3,1]",0.0
"U[3,6,2,3,2]",0.0
"U[3,6,2,3,3]",0.0
"U[3,6,2,4,0]",0.0
"U[3,6,2,4,1]",0.0
"U[3,6,2,4,2]",0.0
"U[3,6,2,4,3]",0.0
"U[3,6,3,1,0]",0.0
"U[3,6,3,1,1]",0.0
"U[3,6,3,1,2]",0.0
"U[3,6,3,1,3]",0.0
"U[3,6,3,2,0]",0.0
"U[3,6,3,2,1]",0.0
"U[3,6,3,2,2]",0.0
"U[3,6,3,2,3]",0.0
"U[3,6,3,3,0]",0.0
"U[3,6,3,3,1]",0.0
"U[3,6,3,3,2]",0.0
"U[3,6,3,3,3]",0.0
"U[3,6,3,4,0]",0.0
"U[3,6,3,4,1]",0.0
"U[3,6,3,4,2]",0.0
"U[3,6,3,4,3]",0.0
"U[3,7,0,1,0]",0.0
"U[3,7,0,1,1]",0.0
"U[3,7,0,1,2]",0.0
"U[3,7,0,1,3]",0.0
"U[3,7,0,2,0]",0.0
"U[3,7,0,2,1]",0.0
"U[3,7,0,2,2]",0.0
"U[3,7,0,2,3]",0.0
"U[3,7,0,3,0]",0.0
"U[3,7,0,3,1]",0.0
"U[3,7,0,3,2]",0.0
"U[3,7,0,3,3]",0.0
"U[3,7,0,4,0]",0.0
"U[3,7,0,4,1]",0.0
"U[3,7,0,4,2]",0.0
"U[3,7,0,4,3]",0.0
"U[3,7,1,1,0]",0.0
"U[3,7,1,1,1]",0.0
"U[3,7,1,1,2]",0.0
"U[3,7,1,1,3]",0.0
"U[3,7,1,2,0]",0.0
"U[3,7,1,2,1]",0.0
"U[3,7,1,2,2]",0.0
"U[3,7,1,2,3]",0.0
"U[3,7,1,3,0]",0.0
"U[3,7,1,3,1]",0.0
"U[3,7,1,3,2]",0.0
"U[3,7,1,3,3]",0.0
"U[3,7,1,4,0]",0.0
"U[3,7,1,4,1]",0.0
"U[3,7,1,4,2]",0.0
"U[3,7,1,4,3]",0.0
"U[3,7,2,1,0]",0.0
"U[3,7,2,1,1]",0.0
"U[3,7,2,1,2]",0.0
"U[3,7,2,1,3]",0.0
"U[3,7,2,2,0]",0.0
"U[3,7,2,2,1]",0.0
"U[3,7,2,2,2]",0.0
"U[3,7,2,2,3]",0.0
"U[3,7,2,3,0]",0.0
"U[3,7,2,3,1]",0.0
"U[3,7,2,3,2]",0.0
"U[3,7,2,3,3]",0.0
"U[3,7,2,4,0]",0.0
"U[3,7,2,4,1]",0.0
"U[3,7,2,4,2]",0.0
"U[3,7,2,4,3]",0.0
"U[3,7,3,1,0]",0.0
"U[3,7,3,1,1]",0.0
"U[3,7,3,1,2]",0.0
"U[3,7,3,1,3]",0.0
"U[3,7,3,2,0]",0.0
"U[3,7,3,2,1]",0.0
"U[3,7,3,2,2]",0.0
"U[3,7,3,2,3]",0.0
"U[3,7,3,3,0]",0.0
"U[3,7,3,3,1]",0.0
"U[3,7,3,3,2]",0.0
