Solver_Var,Solver_Value,Year,ID,Num_Vehicles,Type,Fuel,Distance_bucket,Distance_per_vehicle(km),Size,p_year,Ftype,ratio,Demand,Demand_id,age,k,T_val
"S[13,8,3,4]",1.0,2036,Diesel_S4_2031,1,Sell,B20,0,0.0,S4,2031,Diesel,1.0,0.0,S4_0_2036,6,4,0
"S[13,9,0,2]",1.0,2036,LNG_S1_2032,1,Sell,BioLNG,0,0.0,S1,2032,LNG,1.0,0.0,S1_0_2036,5,2,0
"S[13,9,0,3]",1.0,2036,Diesel_S1_2032,1,Sell,HVO,0,0.0,S1,2032,Diesel,1.0,0.0,S1_0_2036,5,3,0
"S[13,9,2,1]",2.0,2036,LNG_S3_2032,2,Sell,LNG,0,0.0,S3,2032,LNG,1.0,0.0,S3_0_2036,5,1,0
"S[13,10,1,2]",3.0,2036,LNG_S2_2033,3,Sell,BioLNG,0,0.0,S2,2033,LNG,1.0,0.0,S2_0_2036,4,2,0
"S[13,10,2,1]",20.0,2036,LNG_S3_2033,20,Sell,LNG,0,0.0,S3,2033,LNG,1.0,0.0,S3_0_2036,4,1,0
"S[13,10,2,2]",14.0,2036,LNG_S3_2033,14,Sell,BioLNG,0,0.0,S3,2033,LNG,1.0,0.0,S3_0_2036,4,2,0
"S[13,10,3,2]",3.0,2036,LNG_S4_2033,3,Sell,BioLNG,0,0.0,S4,2033,LNG,1.0,0.0,S4_0_2036,4,2,0
"S[14,6,0,2]",10.0,2037,LNG_S1_2029,10,Sell,BioLNG,0,0.0,S1,2029,LNG,1.0,0.0,S1_0_2037,9,2,0
"S[14,10,0,2]",3.0,2037,LNG_S1_2033,3,Sell,BioLNG,0,0.0,S1,2033,LNG,1.0,0.0,S1_0_2037,5,2,0
"S[14,11,1,2]",3.0,2037,LNG_S2_2034,3,Sell,BioLNG,0,0.0,S2,2034,LNG,1.0,0.0,S2_0_2037,4,2,0
"S[14,11,2,1]",22.0,2037,LNG_S3_2034,22,Sell,LNG,0,0.0,S3,2034,LNG,1.0,0.0,S3_0_2037,4,1,0
"S[14,11,2,2]",7.0,2037,LNG_S3_2034,7,Sell,BioLNG,0,0.0,S3,2034,LNG,1.0,0.0,S3_0_2037,4,2,0
"S[14,11,3,2]",3.0,2037,LNG_S4_2034,3,Sell,BioLNG,0,0.0,S4,2034,LNG,1.0,0.0,S4_0_2037,4,2,0
"S[14,11,3,3]",2.0,2037,Diesel_S4_2034,2,Sell,HVO,0,0.0,S4,2034,Diesel,1.0,0.0,S4_0_2037,4,3,0
"S[14,12,3,2]",5.0,2037,LNG_S4_2035,5,Sell,BioLNG,0,0.0,S4,2035,LNG,1.0,0.0,S4_0_2037,3,2,0
"U[0,0,0,1,0]",8.521392156863724,2023,LNG_S1_2023,9,Use,LNG,D1,96575.77777778888,S1,2023,LNG,0.9468213507626361,869182.0000001,S1_D1_2023,1,1,0
"U[0,0,0,1,1]",25.46171568627549,2023,LNG_S1_2023,26,Use,LNG,D2,99888.26923077308,S1,2023,LNG,0.9792967571644419,2597095.0000001,S1_D2_2023,1,1,0
"U[0,0,0,1,2]",32.27462745098137,2023,LNG_S1_2023,33,Use,LNG,D3,99757.93939394242,S1,2023,LNG,0.9780190136661021,3292012.0000000997,S1_D3_2023,1,1,0
"U[0,0,0,1,3]",4.0,2023,LNG_S1_2023,4,Use,LNG,D4,102000.0,S1,2023,LNG,1.0,408000.0,S1_D4_2023,1,1,0
"U[0,0,0,4,3]",0.0619215686284313,2023,Diesel_S1_2023,1,Use,B20,D4,6316.000000099993,S1,2023,Diesel,0.0619215686284313,6316.000000099993,S1_D4_2023,1,4,0
"U[0,0,1,1,0]",8.999999999999996,2023,LNG_S2_2023,9,Use,LNG,D1,105999.99999999996,S2,2023,LNG,0.9999999999999996,953999.9999999997,S2_D1_2023,1,1,0
"U[0,0,1,1,1]",13.000000004056703,2023,LNG_S2_2023,13,Use,LNG,D2,106000.0,S2,2023,LNG,1.0,1378000.0,S2_D2_2023,1,1,0
"U[0,0,1,1,2]",6.999999999999998,2023,LNG_S2_2023,7,Use,LNG,D3,105999.99999999997,S2,2023,LNG,0.9999999999999998,741999.9999999998,S2_D3_2023,1,1,0
"U[0,0,1,1,3]",1.0000000320763895,2023,LNG_S2_2023,1,Use,LNG,D4,106000.0,S2,2023,LNG,1.0,106000.0,S2_D4_2023,1,1,0
"U[0,0,1,2,0]",0.3933490566047203,2023,LNG_S2_2023,1,Use,BioLNG,D1,41695.00000010035,S2,2023,LNG,0.3933490566047203,41695.00000010035,S2_D1_2023,1,2,0
"U[0,0,1,4,1]",0.049028297831032,2023,Diesel_S2_2023,1,Use,B20,D2,5196.999570089391,S2,2023,Diesel,0.049028297831032,5196.999570089391,S2_D2_2023,1,4,0
"U[0,0,1,4,2]",0.3397075471707569,2023,Diesel_S2_2023,1,Use,B20,D3,36009.00000010023,S2,2023,Diesel,0.3397075471707569,36009.00000010023,S2_D3_2023,1,4,0
"U[0,0,1,4,3]",0.2611131754717236,2023,Diesel_S2_2023,1,Use,B20,D4,27677.996600002698,S2,2023,Diesel,0.2611131754717236,27677.996600002698,S2_D4_2023,1,4,0
"U[0,0,2,1,0]",29.910630136987677,2023,LNG_S3_2023,30,Use,LNG,D1,72782.53333333667,S3,2023,LNG,0.9970210045662559,2183476.0000001,S3_D1_2023,1,1,0
"U[0,0,2,1,1]",33.0,2023,LNG_S3_2023,33,Use,LNG,D2,73000.0,S3,2023,LNG,1.0,2409000.0,S3_D2_2023,1,1,0
"U[0,0,2,1,2]",13.0,2023,LNG_S3_2023,13,Use,LNG,D3,73000.0,S3,2023,LNG,1.0,949000.0,S3_D3_2023,1,1,0
"U[0,0,2,1,3]",2.0,2023,LNG_S3_2023,2,Use,LNG,D4,73000.0,S3,2023,LNG,1.0,146000.0,S3_D4_2023,1,1,0
"U[0,0,2,2,3]",0.8140684931520548,2023,LNG_S3_2023,1,Use,BioLNG,D4,59427.0000001,S3,2023,LNG,0.8140684931520548,59427.0000001,S3_D4_2023,1,2,0
"U[0,0,2,4,1]",0.3137260273986317,2023,Diesel_S3_2023,1,Use,B20,D2,22902.000000100114,S3,2023,Diesel,0.3137260273986317,22902.000000100114,S3_D2_2023,1,4,0
"U[0,0,2,4,2]",0.7324246575356165,2023,Diesel_S3_2023,1,Use,B20,D3,53467.0000001,S3,2023,Diesel,0.7324246575356165,53467.0000001,S3_D3_2023,1,4,0
"U[0,0,3,1,1]",6.0,2023,LNG_S4_2023,6,Use,LNG,D2,118000.0,S4,2023,LNG,1.0,708000.0,S4_D2_2023,1,1,0
"U[0,0,3,1,2]",1.0,2023,LNG_S4_2023,1,Use,LNG,D3,118000.0,S4,2023,LNG,1.0,118000.0,S4_D3_2023,1,1,0
"U[0,0,3,4,0]",0.1235338983059322,2023,Diesel_S4_2023,1,Use,B20,D1,14577.000000099999,S4,2023,Diesel,0.1235338983059322,14577.000000099999,S4_D1_2023,1,4,0
"U[0,0,3,4,1]",0.3959152542381356,2023,Diesel_S4_2023,1,Use,B20,D2,46718.0000001,S4,2023,Diesel,0.3959152542381356,46718.0000001,S4_D2_2023,1,4,0
"U[0,0,3,4,2]",0.0076271186449152,2023,Diesel_S4_2023,1,Use,B20,D3,900.0000000999936,S4,2023,Diesel,0.0076271186449152,900.0000000999936,S4_D3_2023,1,4,0
"U[0,0,3,4,3]",0.0153389830516949,2023,Diesel_S4_2023,1,Use,B20,D4,1810.0000000999983,S4,2023,Diesel,0.0153389830516949,1810.0000000999983,S4_D4_2023,1,4,0
"U[1,0,0,1,1]",26.0,2024,LNG_S1_2023,26,Use,LNG,D2,102000.0,S1,2023,LNG,1.0,2652000.0,S1_D2_2024,2,1,0
"U[1,0,0,1,2]",25.0,2024,LNG_S1_2023,25,Use,LNG,D3,102000.0,S1,2023,LNG,1.0,2550000.0,S1_D3_2024,2,1,0
"U[1,0,0,1,3]",4.0,2024,LNG_S1_2023,4,Use,LNG,D4,102000.0,S1,2023,LNG,1.0,408000.0,S1_D4_2024,2,1,0
"U[1,0,0,4,3]",0.1174705882362745,2024,Diesel_S1_2023,1,Use,B20,D4,11982.000000099999,S1,2023,Diesel,0.1174705882362745,11982.000000099999,S1_D4_2024,2,4,0
"U[1,0,1,1,0]",2.0,2024,LNG_S2_2023,2,Use,LNG,D1,106000.0,S2,2023,LNG,1.0,212000.0,S2_D1_2024,2,1,0
"U[1,0,1,1,1]",13.0,2024,LNG_S2_2023,13,Use,LNG,D2,106000.0,S2,2023,LNG,1.0,1378000.0,S2_D2_2024,2,1,0
"U[1,0,1,1,2]",7.0,2024,LNG_S2_2023,7,Use,LNG,D3,106000.0,S2,2023,LNG,1.0,742000.0,S2_D3_2024,2,1,0
"U[1,0,1,2,2]",0.6139339622650943,2024,LNG_S2_2023,1,Use,BioLNG,D3,65077.0000001,S2,2023,LNG,0.6139339622650943,65077.0000001,S2_D3_2024,2,2,0
"U[1,0,1,4,1]",0.1319622641518857,2024,Diesel_S2_2023,1,Use,B20,D2,13988.000000099884,S2,2023,Diesel,0.1319622641518857,13988.000000099884,S2_D2_2024,2,4,0
"U[1,0,1,4,3]",0.2614433962273585,2024,Diesel_S2_2023,1,Use,B20,D4,27713.000000100004,S2,2023,Diesel,0.2614433962273585,27713.000000100004,S2_D4_2024,2,4,0
"U[1,0,2,1,0]",30.0,2024,LNG_S3_2023,30,Use,LNG,D1,73000.0,S3,2023,LNG,1.0,2190000.0,S3_D1_2024,2,1,0
"U[1,0,2,1,1]",32.99999999999999,2024,LNG_S3_2023,33,Use,LNG,D2,72999.99999999999,S3,2023,LNG,0.9999999999999998,2408999.9999999995,S3_D2_2024,2,1,0
"U[1,0,2,1,2]",3.0,2024,LNG_S3_2023,3,Use,LNG,D3,73000.0,S3,2023,LNG,1.0,219000.0,S3_D3_2024,2,1,0
"U[1,0,2,1,3]",0.8553561643849316,2024,LNG_S3_2023,1,Use,LNG,D4,62441.0000001,S3,2023,LNG,0.8553561643849316,62441.0000001,S3_D4_2024,2,1,0
"U[1,0,2,2,0]",0.6772739726041112,2024,LNG_S3_2023,1,Use,BioLNG,D1,49441.00000010012,S3,2023,LNG,0.6772739726041112,49441.00000010012,S3_D1_2024,2,2,0
"U[1,0,2,4,1]",0.6095616438369943,2024,Diesel_S3_2023,1,Use,B20,D2,44498.00000010058,S3,2023,Diesel,0.6095616438369943,44498.00000010058,S3_D2_2024,2,4,0
"U[1,0,2,4,2]",0.1010410958917808,2024,Diesel_S3_2023,1,Use,B20,D3,7376.000000099998,S3,2023,Diesel,0.1010410958917808,7376.000000099998,S3_D3_2024,2,4,0
"U[1,0,3,1,1]",4.0,2024,LNG_S4_2023,4,Use,LNG,D2,118000.0,S4,2023,LNG,1.0,472000.0,S4_D2_2024,2,1,0
"U[1,0,3,1,2]",1.0,2024,LNG_S4_2023,1,Use,LNG,D3,118000.0,S4,2023,LNG,1.0,118000.0,S4_D3_2024,2,1,0
"U[1,0,3,4,0]",0.1288220338991525,2024,Diesel_S4_2023,1,Use,B20,D1,15201.000000099995,S4,2023,Diesel,0.1288220338991525,15201.000000099995,S4_D1_2024,2,4,0
"U[1,0,3,4,1]",0.618474576272034,2024,Diesel_S4_2023,1,Use,B20,D2,72980.0000001,S4,2023,Diesel,0.618474576272034,72980.0000001,S4_D2_2024,2,4,0
"U[1,0,3,4,2]",0.035483050848305,2024,Diesel_S4_2023,1,Use,B20,D3,4187.00000009999,S4,2023,Diesel,0.035483050848305,4187.00000009999,S4_D3_2024,2,4,0
"U[1,0,3,4,3]",0.0160508474584745,2024,Diesel_S4_2023,1,Use,B20,D4,1894.0000000999912,S4,2023,Diesel,0.0160508474584745,1894.0000000999912,S4_D4_2024,2,4,0
"U[1,1,0,1,0]",8.60042156862843,2024,LNG_S1_2024,9,Use,LNG,D1,97471.44444445554,S1,2024,LNG,0.95560239651427,877243.0000000999,S1_D1_2024,1,1,0
"U[1,1,0,1,1]",0.6293725490205894,2024,LNG_S1_2024,1,Use,LNG,D2,64196.00000010012,S1,2024,LNG,0.6293725490205894,64196.00000010012,S1_D2_2024,1,1,0
"U[1,1,0,1,2]",7.711813725491178,2024,LNG_S1_2024,8,Use,LNG,D3,98325.62500001251,S1,2024,LNG,0.9639767156863972,786605.0000001001,S1_D3_2024,1,1,0
"U[1,1,1,1,0]",7.841603773585849,2024,LNG_S2_2024,8,Use,LNG,D1,103901.2500000125,S2,2024,LNG,0.9802004716982311,831210.0000001,S2_D1_2024,1,1,0
"U[1,1,1,1,3]",1.0,2024,LNG_S2_2024,1,Use,LNG,D4,106000.0,S2,2024,LNG,1.0,106000.0,S2_D4_2024,1,1,0
"U[1,1,2,1,2]",11.0,2024,LNG_S3_2024,11,Use,LNG,D3,73000.0,S3,2024,LNG,1.0,803000.0,S3_D3_2024,1,1,0
"U[1,1,2,1,3]",2.0,2024,LNG_S3_2024,2,Use,LNG,D4,73000.0,S3,2024,LNG,1.0,146000.0,S3_D4_2024,1,1,0
"U[1,1,3,1,1]",2.0,2024,LNG_S4_2024,2,Use,LNG,D2,118000.0,S4,2024,LNG,1.0,236000.0,S4_D2_2024,1,1,0
"U[2,0,0,1,1]",14.806117647059803,2025,LNG_S1_2023,15,Use,LNG,D2,100681.60000000667,S1,2023,LNG,0.9870745098039869,1510224.0000001001,S1_D2_2025,3,1,0
"U[2,0,0,1,2]",28.78543137255,2025,LNG_S1_2023,29,Use,LNG,D3,101245.31034483103,S1,2023,LNG,0.992601081812069,2936114.0000000997,S1_D3_2025,3,1,0
"U[2,0,0,1,3]",1.0,2025,LNG_S1_2023,1,Use,LNG,D4,102000.0,S1,2023,LNG,1.0,102000.0,S1_D4_2025,3,1,0
"U[2,0,1,1,0]",2.0,2025,LNG_S2_2023,2,Use,LNG,D1,106000.0,S2,2023,LNG,1.0,212000.0,S2_D1_2025,3,1,0
"U[2,0,1,1,1]",12.0,2025,LNG_S2_2023,12,Use,LNG,D2,106000.0,S2,2023,LNG,1.0,1272000.0,S2_D2_2025,3,1,0
"U[2,0,1,1,2]",6.751688679246226,2025,LNG_S2_2023,7,Use,LNG,D3,102239.85714287142,S2,2023,LNG,0.9645269541780322,715679.0000000999,S2_D3_2025,3,1,0
"U[2,0,1,1,3]",1.0,2025,LNG_S2_2023,1,Use,LNG,D4,106000.0,S2,2023,LNG,1.0,106000.0,S2_D4_2025,3,1,0
"U[2,0,1,2,1]",0.3074056603783008,2025,LNG_S2_2023,1,Use,BioLNG,D2,32585.000000099884,S2,2023,LNG,0.3074056603783008,32585.000000099884,S2_D2_2025,3,2,0
"U[2,0,1,4,0]",0.208169811321697,2025,Diesel_S2_2023,1,Use,B20,D1,22066.000000099884,S2,2023,Diesel,0.208169811321697,22066.000000099884,S2_D1_2025,3,4,0
"U[2,0,1,4,3]",0.2946415094349057,2025,Diesel_S2_2023,1,Use,B20,D4,31232.000000100004,S2,2023,Diesel,0.2946415094349057,31232.000000100004,S2_D4_2025,3,4,0
"U[2,0,2,1,0]",30.0,2025,LNG_S3_2023,30,Use,LNG,D1,73000.0,S3,2023,LNG,1.0,2190000.0,S3_D1_2025,3,1,0
"U[2,0,2,1,1]",7.0,2025,LNG_S3_2023,7,Use,LNG,D2,73000.0,S3,2023,LNG,1.0,511000.0,S3_D2_2025,3,1,0
"U[2,0,2,1,2]",1.0,2025,LNG_S3_2023,1,Use,LNG,D3,73000.0,S3,2023,LNG,1.0,73000.0,S3_D3_2025,3,1,0
"U[2,0,2,2,0]",0.8922876712342481,2025,LNG_S3_2023,1,Use,BioLNG,D1,65137.00000010011,S3,2023,LNG,0.8922876712342481,65137.00000010011,S3_D1_2025,3,2,0
"U[2,0,2,4,1]",0.263397260275344,2025,Diesel_S3_2023,1,Use,B20,D2,19228.00000010011,S3,2023,Diesel,0.263397260275344,19228.00000010011,S3_D2_2025,3,4,0
"U[2,0,2,4,2]",0.4337397260287655,2025,Diesel_S3_2023,1,Use,B20,D3,31663.00000009988,S3,2023,Diesel,0.4337397260287655,31663.00000009988,S3_D3_2025,3,4,0
"U[2,0,3,1,1]",5.0,2025,LNG_S4_2023,5,Use,LNG,D2,118000.0,S4,2023,LNG,1.0,590000.0,S4_D2_2025,3,1,0
"U[2,0,3,4,0]",0.1323389830516949,2025,Diesel_S4_2023,1,Use,B20,D1,15616.000000099997,S4,2023,Diesel,0.1323389830516949,15616.000000099997,S4_D1_2025,3,4,0
"U[2,0,3,4,1]",0.7040677966110169,2025,Diesel_S4_2023,1,Use,B20,D2,83080.0000001,S4,2023,Diesel,0.7040677966110169,83080.0000001,S4_D2_2025,3,4,0
"U[2,0,3,4,2]",0.0445169491533898,2025,Diesel_S4_2023,1,Use,B20,D3,5253.000000099996,S4,2023,Diesel,0.0445169491533898,5253.000000099996,S4_D3_2025,3,4,0
"U[2,0,3,4,3]",0.0163389830516949,2025,Diesel_S4_2023,1,Use,B20,D4,1928.0000000999983,S4,2023,Diesel,0.0163389830516949,1928.0000000999983,S4_D4_2025,3,4,0
"U[2,1,0,1,0]",5.0,2025,LNG_S1_2024,5,Use,LNG,D1,102000.0,S1,2024,LNG,1.0,510000.0,S1_D1_2025,2,1,0
"U[2,1,0,1,1]",13.0,2025,LNG_S1_2024,13,Use,LNG,D2,102000.0,S1,2024,LNG,1.0,1326000.0,S1_D2_2025,2,1,0
"U[2,1,1,1,0]",7.0,2025,LNG_S2_2024,7,Use,LNG,D1,106000.0,S2,2024,LNG,1.0,742000.0,S2_D1_2025,2,1,0
"U[2,1,1,1,1]",1.0,2025,LNG_S2_2024,1,Use,LNG,D2,106000.0,S2,2024,LNG,1.0,106000.0,S2_D2_2025,2,1,0
"U[2,1,1,1,2]",1.0,2025,LNG_S2_2024,1,Use,LNG,D3,106000.0,S2,2024,LNG,1.0,106000.0,S2_D3_2025,2,1,0
"U[2,1,2,1,2]",13.0,2025,LNG_S3_2024,13,Use,LNG,D3,73000.0,S3,2024,LNG,1.0,949000.0,S3_D3_2025,2,1,0
"U[2,1,3,1,1]",1.0,2025,LNG_S4_2024,1,Use,LNG,D2,118000.0,S4,2024,LNG,1.0,118000.0,S4_D2_2025,2,1,0
"U[2,1,3,1,2]",1.0,2025,LNG_S4_2024,1,Use,LNG,D3,118000.0,S4,2024,LNG,1.0,118000.0,S4_D3_2025,2,1,0
"U[2,2,0,1,0]",3.604980392157843,2025,LNG_S1_2025,4,Use,LNG,D1,91927.000000025,S1,2025,LNG,0.9012450980394607,367708.0000001,S1_D1_2025,1,1,0
"U[2,2,0,1,2]",5.0,2025,LNG_S1_2025,5,Use,LNG,D3,102000.0,S1,2025,LNG,1.0,510000.0,S1_D3_2025,1,1,0
"U[2,2,0,1,3]",3.311450980393137,2025,LNG_S1_2025,4,Use,LNG,D4,84442.000000025,S1,2025,LNG,0.8278627450982843,337768.0000001,S1_D4_2025,1,1,0
"U[2,2,1,1,0]",1.0,2025,LNG_S2_2025,1,Use,LNG,D1,106000.0,S2,2025,LNG,1.0,106000.0,S2_D1_2025,1,1,0
"U[2,2,2,1,1]",27.0,2025,LNG_S3_2025,27,Use,LNG,D2,73000.0,S3,2025,LNG,1.0,1971000.0,S3_D2_2025,1,1,0
"U[2,2,2,1,3]",2.993671232878082,2025,LNG_S3_2025,3,Use,LNG,D4,72846.00000003334,S3,2025,LNG,0.9978904109593607,218538.0000001,S3_D4_2025,1,1,0
"U[3,0,0,1,0]",8.667607843138235,2026,LNG_S1_2023,9,Use,LNG,D1,98232.88888890001,S1,2023,LNG,0.9630675381264706,884096.0000001001,S1_D1_2026,4,1,0
"U[3,0,0,1,1]",10.5210882352951,2026,LNG_S1_2023,11,Use,LNG,D2,97559.18181819093,S1,2023,LNG,0.9564625668450091,1073151.0000001004,S1_D2_2026,4,1,0
"U[3,0,0,1,2]",18.0,2026,LNG_S1_2023,18,Use,LNG,D3,102000.0,S1,2023,LNG,1.0,1836000.0,S1_D3_2026,4,1,0
"U[3,0,1,1,0]",6.0,2026,LNG_S2_2023,6,Use,LNG,D1,106000.0,S2,2023,LNG,1.0,636000.0,S2_D1_2026,4,1,0
"U[3,0,1,1,1]",6.0,2026,LNG_S2_2023,6,Use,LNG,D2,106000.0,S2,2023,LNG,1.0,636000.0,S2_D2_2026,4,1,0
"U[3,0,1,1,2]",7.791886792453774,2026,LNG_S2_2023,8,Use,LNG,D3,103242.5000000125,S2,2023,LNG,0.9739858490567217,825940.0000001,S2_D3_2026,4,1,0
"U[3,0,1,2,1]",0.7045660377367914,2026,LNG_S2_2023,1,Use,BioLNG,D2,74684.00000009988,S2,2023,LNG,0.7045660377367914,74684.00000009988,S2_D2_2026,4,2,0
"U[3,0,1,4,0]",0.2896603773594329,2026,Diesel_S2_2023,1,Use,B20,D1,30704.000000099888,S2,2023,Diesel,0.2896603773594329,30704.000000099888,S2_D1_2026,4,4,0
"U[3,0,1,4,3]",0.3314056603783019,2026,Diesel_S2_2023,1,Use,B20,D4,35129.0000001,S2,2023,Diesel,0.3314056603783019,35129.0000001,S2_D4_2026,4,4,0
"U[3,0,2,1,2]",15.0,2026,LNG_S3_2023,15,Use,LNG,D3,73000.0,S3,2023,LNG,1.0,1095000.0,S3_D3_2026,4,1,0
"U[3,0,2,2,0]",0.9147123287684948,2026,LNG_S3_2023,1,Use,BioLNG,D1,66774.00000010012,S3,2023,LNG,0.9147123287684948,66774.00000010012,S3_D1_2026,4,2,0
"U[3,0,2,4,1]",0.5875890410972618,2026,Diesel_S3_2023,1,Use,B20,D2,42894.00000010012,S3,2023,Diesel,0.5875890410972618,42894.00000010012,S3_D2_2026,4,4,0
"U[3,0,2,4,2]",0.1223013698643819,2026,Diesel_S3_2023,1,Use,B20,D3,8928.000000099879,S3,2023,Diesel,0.1223013698643819,8928.000000099879,S3_D3_2026,4,4,0
"U[3,1,0,1,1]",18.0,2026,LNG_S1_2024,18,Use,LNG,D2,102000.0,S1,2024,LNG,1.0,1836000.0,S1_D2_2026,3,1,0
"U[3,1,1,1,0]",4.0,2026,LNG_S2_2024,4,Use,LNG,D1,106000.0,S2,2024,LNG,1.0,424000.0,S2_D1_2026,3,1,0
"U[3,1,1,1,1]",4.0,2026,LNG_S2_2024,4,Use,LNG,D2,106000.0,S2,2024,LNG,1.0,424000.0,S2_D2_2026,3,1,0
"U[3,1,1,1,3]",1.0,2026,LNG_S2_2024,1,Use,LNG,D4,106000.0,S2,2024,LNG,1.0,106000.0,S2_D4_2026,3,1,0
"U[3,1,2,1,0]",10.0,2026,LNG_S3_2024,10,Use,LNG,D1,73000.0,S3,2024,LNG,1.0,730000.0,S3_D1_2026,3,1,0
"U[3,1,2,1,3]",3.0,2026,LNG_S3_2024,3,Use,LNG,D4,73000.0,S3,2024,LNG,1.0,219000.0,S3_D4_2026,3,1,0
"U[3,1,3,1,1]",0.7324661016957628,2026,LNG_S4_2024,1,Use,LNG,D2,86431.0000001,S4,2024,LNG,0.7324661016957628,86431.0000001,S4_D2_2026,3,1,0
"U[3,1,3,1,2]",1.0,2026,LNG_S4_2024,1,Use,LNG,D3,118000.0,S4,2024,LNG,1.0,118000.0,S4_D3_2026,3,1,0
"U[3,2,0,1,2]",11.676774509804902,2026,LNG_S1_2025,12,Use,LNG,D3,99252.58333334167,S1,2025,LNG,0.9730645424837419,1191031.0000001001,S1_D3_2026,2,1,0
"U[3,2,0,1,3]",0.377245098040196,2026,LNG_S1_2025,1,Use,LNG,D4,38479.00000009999,S1,2025,LNG,0.377245098040196,38479.00000009999,S1_D4_2026,2,1,0
"U[3,2,1,1,1]",1.0,2026,LNG_S2_2025,1,Use,LNG,D2,106000.0,S2,2025,LNG,1.0,106000.0,S2_D2_2026,2,1,0
"U[3,2,2,1,0]",21.0,2026,LNG_S3_2025,21,Use,LNG,D1,73000.0,S3,2025,LNG,1.0,1533000.0,S3_D1_2026,2,1,0
"U[3,2,2,1,1]",9.0,2026,LNG_S3_2025,9,Use,LNG,D2,73000.0,S3,2025,LNG,1.0,657000.0,S3_D2_2026,2,1,0
"U[3,3,0,1,2]",5.0,2026,LNG_S1_2026,5,Use,LNG,D3,102000.0,S1,2026,LNG,1.0,510000.0,S1_D3_2026,1,1,0
"U[3,3,0,1,3]",4.0,2026,LNG_S1_2026,4,Use,LNG,D4,102000.0,S1,2026,LNG,1.0,408000.0,S1_D4_2026,1,1,0
"U[3,3,1,1,1]",2.0,2026,LNG_S2_2026,2,Use,LNG,D2,106000.0,S2,2026,LNG,1.0,212000.0,S2_D2_2026,1,1,0
"U[3,3,2,1,1]",25.0,2026,LNG_S3_2026,25,Use,LNG,D2,73000.0,S3,2026,LNG,1.0,1825000.0,S3_D2_2026,1,1,0
"U[3,3,2,3,3]",0.0024931506863013,2026,Diesel_S3_2026,1,Use,HVO,D4,182.0000000999949,S3,2026,Diesel,0.0024931506863013,182.0000000999949,S3_D4_2026,1,3,0
"U[3,3,3,1,1]",6.0,2026,LNG_S4_2026,6,Use,LNG,D2,118000.0,S4,2026,LNG,1.0,708000.0,S4_D2_2026,1,1,0
"U[3,3,3,4,0]",0.134889830509322,2026,Diesel_S4_2026,1,Use,B20,D1,15917.000000099995,S4,2026,Diesel,0.134889830509322,15917.000000099995,S4_D1_2026,1,4,0
"U[3,3,3,4,2]",0.0738644067805084,2026,Diesel_S4_2026,1,Use,B20,D3,8716.000000099992,S4,2026,Diesel,0.0738644067805084,8716.000000099992,S4_D3_2026,1,4,0
"U[3,3,3,4,3]",0.0168644067805084,2026,Diesel_S4_2026,1,Use,B20,D4,1990.0000000999912,S4,2026,Diesel,0.0168644067805084,1990.0000000999912,S4_D4_2026,1,4,0
"U[4,0,0,1,0]",3.677618257137757,2027,LNG_S1_2023,4,Use,LNG,D1,93779.26555701281,S1,2023,LNG,0.9194045642844393,375117.06222805125,S1_D1_2027,5,1,0
"U[4,0,0,1,1]",21.638764705883336,2027,LNG_S1_2023,22,Use,LNG,D2,100325.18181818638,S1,2023,LNG,0.983580213903788,2207154.0000001,S1_D2_2027,5,1,0
"U[4,0,0,1,2]",5.0,2027,LNG_S1_2023,5,Use,LNG,D3,102000.0,S1,2023,LNG,1.0,510000.0,S1_D3_2027,5,1,0
"U[4,0,0,1,3]",3.58014705882451,2027,LNG_S1_2023,4,Use,LNG,D4,91293.750000025,S1,2023,LNG,0.8950367647061275,365175.0000001,S1_D4_2027,5,1,0
"U[4,0,1,2,3]",0.3815943396235849,2027,LNG_S2_2023,1,Use,BioLNG,D4,40449.0000001,S2,2023,LNG,0.3815943396235849,40449.0000001,S2_D4_2027,5,2,0
"U[4,0,1,4,2]",0.1401132075481132,2027,Diesel_S2_2023,1,Use,B20,D3,14852.0000001,S2,2023,Diesel,0.1401132075481132,14852.0000001,S2_D3_2027,5,4,0
"U[4,0,2,2,2]",0.5821232876726011,2027,LNG_S3_2023,1,Use,BioLNG,D3,42495.000000099884,S3,2023,LNG,0.5821232876726011,42495.000000099884,S3_D3_2027,5,2,0
"U[4,0,2,4,1]",0.5009178082205495,2027,Diesel_S3_2023,1,Use,B20,D2,36567.00000010012,S3,2023,Diesel,0.5009178082205495,36567.00000010012,S3_D2_2027,5,4,0
"U[4,1,0,1,2]",18.0,2027,LNG_S1_2024,18,Use,LNG,D3,102000.0,S1,2024,LNG,1.0,1836000.0,S1_D3_2027,4,1,0
"U[4,1,1,1,0]",3.51847169811415,2027,LNG_S2_2024,4,Use,LNG,D1,93239.50000002497,S2,2024,LNG,0.8796179245285375,372958.0000000999,S2_D1_2027,4,1,0
"U[4,1,1,1,1]",4.963000000000942,2027,LNG_S2_2024,5,Use,LNG,D2,105215.60000001997,S2,2024,LNG,0.9926000000001884,526078.0000000999,S2_D2_2027,4,1,0
"U[4,1,2,1,0]",0.62150684931644,2027,LNG_S3_2024,1,Use,LNG,D1,45370.00000010012,S3,2024,LNG,0.62150684931644,45370.00000010012,S3_D1_2027,4,1,0
